population_size,n_trials,mean_runtime_s,std_runtime_s,mean_best_damage,std_best_damage,mean_best_travel,std_best_travel,mean_n_pareto,std_n_pareto
25,2,0.025125479034613818,0.0009241588863821833,5.2223024910086835,0.15431960392951935,144.47445977353988,1.5024522597135261,10.0,2.8284271247461903
50,2,0.04428572946926579,0.0013890229027072164,5.4318391766671255,0.14201001874335603,141.92660413933157,3.45202807639185,12.0,4.242640687119285
100,2,0.08139827099512331,0.00235345783613021,5.546595788031481,0.0,139.5450297956275,0.2472019614999305,12.5,4.949747468305833
