n_targets,n_trials,mean_runtime_s,std_runtime_s,min_runtime_s,max_runtime_s
10,2,0.017040625010849908,0.0005138898972892194,0.016677249979693443,0.017404000042006373
20,2,0.013990062492666766,4.610976356477529e-05,0.013957457966171205,0.014022667019162327
30,2,0.014926270494470373,0.00026920192308379516,0.014735915989149362,0.015116624999791384
