generation,best_damage,avg_damage,best_travel,avg_travel,best_battery,avg_battery,hypervolume,n_pareto
32,5.075558028795419,3.514828984165811,141.5128415373493,160.04510309328808,141.5128415373493,160.04510309328808,81429.95903569825,48
33,5.077606652240348,3.5335613328992856,141.5128415373493,159.93251360476185,141.5128415373493,159.93251360476185,81544.05414946153,49
34,5.083215536519748,3.5483056579225334,141.5128415373493,159.03414194048736,141.5128415373493,159.03414194048736,81578.16593867216,46
35,5.12170394506016,3.5508438714248167,141.5128415373493,158.81397993397312,141.5128415373493,158.81397993397312,81815.50251689542,43
36,5.12170394506016,3.5836003950831548,141.5128415373493,158.00596544147308,141.5128415373493,158.00596544147308,81878.60913585081,47
37,5.12170394506016,3.590625642876572,141.5128415373493,157.82031338198288,141.5128415373493,157.82031338198288,81951.89010553608,50
38,5.12170394506016,3.6010072371675688,141.5128415373493,157.24145946476855,141.5128415373493,157.24145946476855,81985.30579420856,50
39,5.12170394506016,3.5737503014910734,141.5128415373493,157.39179613100174,141.5128415373493,157.39179613100174,82949.25140147845,47
40,5.133445821714025,3.5614703854958445,141.5128415373493,156.15029034127534,141.5128415373493,156.15029034127534,83224.86017957224,46
41,5.133445821714025,3.511686258508338,141.5128415373493,153.4370264501001,141.5128415373493,153.4370264501001,83257.5170714073,48
42,5.133445821714025,3.563046360714346,141.5128415373493,154.9449863382487,141.5128415373493,154.9449863382487,83295.11694809972,48
43,5.133445821714025,3.563480833503935,141.5128415373493,155.42292306543052,141.5128415373493,155.42292306543052,83615.02575781195,49
44,5.133445821714025,3.5691729200470625,141.5128415373493,155.57101274969523,141.5128415373493,155.57101274969523,83631.58533977225,49
45,5.133445821714025,3.6011323835213256,141.5128415373493,156.95085741507583,141.5128415373493,156.95085741507583,83889.23596781539,49
46,5.133445821714025,3.6210114891152103,141.5128415373493,156.6043534972559,141.5128415373493,156.6043534972559,84019.14598235795,50
47,5.133445821714025,3.622683745441293,141.5128415373493,155.3644164224801,141.5128415373493,155.3644164224801,84036.02901990453,50
48,5.133445821714025,3.614138681703225,141.5128415373493,155.2949433945998,141.5128415373493,155.2949433945998,84230.30815062346,50
49,5.133445821714025,3.669051151588843,141.5128415373493,156.58673836696624,141.5128415373493,156.58673836696624,84244.17334115745,51
50,5.133445821714025,3.6390104934673357,141.5128415373493,156.241300971944,141.5128415373493,156.241300971944,84279.64162533768,52
51,5.133445821714025,3.6392262849228487,141.5128415373493,157.28689389760254,141.5128415373493,157.28689389760254,84362.18286849678,52
52,5.133445821714025,3.637196422183153,141.5128415373493,157.3337033831478,141.5128415373493,157.3337033831478,84396.9973685496,50
53,5.133445821714025,3.655499248166176,141.5128415373493,157.40787672422226,141.5128415373493,157.40787672422226,84451.77949291856,50
54,5.133445821714025,3.6704032211896083,141.5128415373493,157.0656185575589,141.5128415373493,157.0656185575589,85311.50282748796,46
55,5.133445821714025,3.6923294967669413,141.5128415373493,157.39608844029917,141.5128415373493,157.39608844029917,85340.06428399982,46
56,5.133445821714025,3.7055783736598036,141.5128415373493,157.35394124778463,141.5128415373493,157.35394124778463,85356.48846616852,47
57,5.133445821714025,3.708030956963114,141.5128415373493,157.50980971168954,141.5128415373493,157.50980971168954,85356.48846616852,49
58,5.133445821714025,3.765284409040099,141.5128415373493,159.5166319826847,141.5128415373493,159.5166319826847,85357.14626531441,50
59,5.133445821714025,3.7134375041424024,141.5128415373493,158.6345840753806,141.5128415373493,158.6345840753806,85366.78136995935,52
60,5.133445821714025,3.709933625146227,141.38460572549556,159.12744575684627,141.38460572549556,159.12744575684627,86494.34479822706,46
61,5.133445821714025,3.7224522182261404,141.38460572549556,159.13425548739596,141.38460572549556,159.13425548739596,86494.34479822706,46
62,5.133445821714025,3.838342084751703,141.06993585255617,161.85438070972765,141.06993585255617,161.85438070972765,87525.25575427528,44
63,5.133445821714025,3.8729885070623653,141.06993585255617,162.29976252369542,141.06993585255617,162.29976252369542,87566.89382960377,47
64,5.133445821714025,3.859733634557731,141.06993585255617,160.67418150466094,141.06993585255617,160.67418150466094,87574.96904189004,47
65,5.133445821714025,3.90291786750722,141.06993585255617,163.36418600828074,141.06993585255617,163.36418600828074,87656.97785431345,47
66,5.133445821714025,3.914711987705844,141.06993585255617,163.43788478789094,141.06993585255617,163.43788478789094,87746.0750986778,47
67,5.133445821714025,3.910803752947498,141.06993585255617,162.9828182879497,141.06993585255617,162.9828182879497,87746.0750986778,47
68,5.133445821714025,3.899376661447655,141.06993585255617,162.78677307765247,141.06993585255617,162.78677307765247,87746.0750986778,47
69,5.133445821714025,3.9094577761133325,141.06993585255617,162.23624693289267,141.06993585255617,162.23624693289267,87762.76572535826,47
