tick,generation,best_damage,avg_damage,best_travel,avg_travel,best_battery,avg_battery,hypervolume,n_pareto
0,188,6.162361222043234,5.920591189436124,126.2261147826685,171.35922386739944,126.2261147826685,171.35922386739944,132055.34585096408,60
0,189,6.162361222043234,5.915628057890273,126.2261147826685,170.10489551775487,126.2261147826685,170.10489551775487,132055.34585096408,60
0,190,6.162361222043234,5.934316723256881,126.2261147826685,173.9419930194718,126.2261147826685,173.9419930194718,132055.34585096408,60
0,191,6.162361222043234,5.9416419175413715,126.2261147826685,175.4168364832331,126.2261147826685,175.4168364832331,132055.34585096408,60
0,192,6.162361222043234,5.937151603211657,126.2261147826685,175.30805859137814,126.2261147826685,175.30805859137814,132055.34585096408,60
0,193,6.162361222043234,5.9208301955047,126.2261147826685,172.17252198881027,126.2261147826685,172.17252198881027,132055.34585096408,60
0,194,6.162361222043234,5.9390356538131455,126.2261147826685,173.90197746267324,126.2261147826685,173.90197746267324,132055.34585096408,60
0,195,6.162361222043234,5.936912597143081,126.2261147826685,174.49476046996728,126.2261147826685,174.49476046996728,132055.34585096408,60
0,196,6.162361222043234,5.92981601908514,126.2261147826685,172.8711235575524,126.2261147826685,172.8711235575524,132055.34585096408,60
0,197,6.162361222043234,5.933622508077254,126.2261147826685,178.9335189701988,126.2261147826685,178.9335189701988,132055.34585096408,60
0,198,6.162361222043234,5.904069163449728,126.2261147826685,176.2849468134769,126.2261147826685,176.2849468134769,132055.34585096408,60
0,199,6.162361222043234,5.90644161603039,126.2261147826685,177.46755349765812,126.2261147826685,177.46755349765812,132055.34585096408,60
0,200,6.162361222043234,5.898867025835301,126.2261147826685,174.2173203424215,126.2261147826685,174.2173203424215,132055.34585096408,60
1,1,3.7777060599438075,2.636177674593052,160.73887396558692,218.09908247409393,160.73887396558692,218.09908247409393,44027.32283606435,6
1,2,4.685034371864807,2.8065799183484588,160.73887396558692,207.07504196366114,160.73887396558692,207.07504196366114,47564.35456807885,4
1,3,4.685034371864807,3.0472909460095186,151.39131074072347,207.28637993222804,151.39131074072347,207.28637993222804,53875.73017252865,8
1,4,4.685034371864807,3.0980280456872706,148.91685763660735,199.16836311795262,148.91685763660735,199.16836311795262,56306.037942026065,11
1,5,4.685034371864807,3.4711160161437324,148.91685763660735,198.96390932267963,148.91685763660735,198.96390932267963,60222.07388393954,8
1,6,4.99114546574768,3.735715887185566,148.91685763660735,198.50299323716519,148.91685763660735,198.50299323716519,61112.16097431443,12
1,7,5.083598551416204,3.728011770604875,148.2637937920997,192.7157656749568,148.2637937920997,192.7157656749568,63402.052971376375,12
1,8,5.083598551416204,3.7316431387205644,148.2637937920997,190.03213235134535,148.2637937920997,190.03213235134535,64071.90828342956,16
1,9,5.083598551416204,3.5975658003925823,145.94225778827143,181.32596490178472,145.94225778827143,181.32596490178472,69622.73101016815,14
1,10,5.083598551416204,3.6065383028911837,145.94225778827143,180.84601423020197,145.94225778827143,180.84601423020197,69622.73101016815,16
1,11,5.086205917064801,3.516982091695275,145.94225778827143,176.63678244858528,145.94225778827143,176.63678244858528,71028.25597131645,21
1,12,5.086205917064801,3.6302656875939823,143.19274302640102,176.99485695908544,143.19274302640102,176.99485695908544,74468.0240978557,13
1,13,5.285135811970556,3.789392629343561,142.6555191419938,178.27644229603285,142.6555191419938,178.27644229603285,76645.14648654849,11
1,14,5.285135811970556,3.9278950898332874,142.6555191419938,184.26012197291124,142.6555191419938,184.26012197291124,79162.64395282706,13
1,15,5.301981781529012,3.99969606009258,142.6555191419938,184.31535206498526,142.6555191419938,184.31535206498526,80878.49731741138,12
1,16,5.683453557578517,4.178156728202925,138.9660215009035,185.22172456165123,138.9660215009035,185.22172456165123,84843.14175206526,15
1,17,5.683453557578517,4.273228531309978,138.9660215009035,180.03210128164434,138.9660215009035,180.03210128164434,85854.30644861245,21
