tick,scenario_id,prediction_source,update_note,n_targets_remaining,suppressed_target_id,selected_target_order,n_pareto,optimization_runtime_s,selected_damage_prevented,selected_travel_distance,selected_battery_usage,pareto_best_damage_prevented,pareto_best_travel_distance,pareto_best_battery_usage,mission_score,score_delta,dstar_actual_distance,dstar_feasible,dstar_deviation_ratio,dstar_used_incremental_replan
0,seed42,initial,initial NSGA-II mission (pre-replan),10,,8 3 5 4 0 9,5,0.012522959033958614,4.289400334076,174.40586743125274,174.40586743125274,5.609994384796717,165.92503572272534,165.92503572272534,0.2404188891635623,,181.6396103067893,True,1.0398844908054248,False
1,seed42,synthetic,synthetic prediction tick 1 (1 patch(es)),9,8,6 9 0 3 5 4,8,0.007660500006750226,4.851084938581593,179.82926474883746,179.82926474883746,5.949284025840442,159.60814668731618,159.60814668731618,0.25404790010120204,0.01362901093763974,190.7523086789973,True,1.0622490054504563,False
2,seed42,synthetic,synthetic prediction tick 2 (3 patch(es)),9,6,10 5 3 4 0 9,4,0.007046082988381386,4.751401312850236,185.27255265402596,185.27255265402596,5.271450216204567,163.6986241319887,163.6986241319887,0.20644649648233834,-0.0476014036188637,197.65180361560905,True,1.0640056795526718,False
3,seed42,synthetic,synthetic prediction tick 3 (3 patch(es)),8,10,0 4 5 3 9,5,0.007170125027187169,4.050539791215207,167.80744819834197,167.80744819834197,5.069661473514135,166.37174186063157,166.37174186063157,0.6413683083639271,0.43492181188158874,174.7401153701776,True,1.042362551597904,False
